1.393368203555E9,80,192.168.0.35,TCP_MISS,1787,567,GET,http:\\www.safesite.com,100,200,TEST
1.393368203616E9,394,192.168.0.6,TCP_MISS,1649,470,GET,http:\\www.safesite.com,100,200,TEST
1.393368203632E9,359,192.168.0.19,TCP_MISS,1154,233,GET,http:\\www.safesite.com,100,200,TEST
1.393368203665E9,319,192.168.0.36,TCP_MISS,4216,338,GET,http:\\www.safesite.com,100,200,TEST
1.393368203752E9,5,192.168.0.8,TCP_MISS,5394,142,GET,http:\\www.safesite.com,100,200,TEST
1.39336820378E9,274,192.168.0.15,TCP_MISS,4989,291,GET,http:\\www.safesite.com,100,200,TEST
1.393368203856E9,381,192.168.0.4,TCP_MISS,481,382,GET,http:\\www.safesite.com,100,200,TEST
1.393368203906E9,250,192.168.0.16,TCP_MISS,2206,516,GET,http:\\www.safesite.com,100,200,TEST
1.393368203947E9,414,192.168.0.21,TCP_MISS,4929,865,GET,http:\\www.safesite.com,100,200,TEST
1.393368204037E9,29,192.168.0.28,TCP_MISS,7327,74,GET,http:\\www.safesite.com,100,200,TEST
1.393368204043E9,353,192.168.0.29,TCP_MISS,4643,749,GET,http:\\www.safesite.com,100,200,TEST
1.393368204134E9,453,192.168.0.3,TCP_MISS,651,673,GET,http:\\www.safesite.com,100,200,TEST
1.393368204182E9,401,192.168.0.12,TCP_MISS,6180,515,GET,http:\\www.safesite.com,100,200,TEST
1.393368204259E9,91,192.168.0.5,TCP_MISS,7205,492,GET,http:\\www.safesite.com,100,200,TEST
1.393368204274E9,353,192.168.0.34,TCP_MISS,1094,17,GET,http:\\www.safesite.com,100,200,TEST
1.393368204292E9,431,192.168.0.17,TCP_MISS,7416,616,GET,http:\\www.safesite.com,100,200,TEST
1.393368204324E9,458,192.168.0.37,TCP_MISS,753,956,GET,http:\\www.safesite.com,100,200,TEST
1.393368204334E9,361,192.168.0.32,TCP_MISS,6364,45,GET,http:\\www.safesite.com,100,200,TEST
1.393368204431E9,66,192.168.0.23,TCP_MISS,362,771,GET,http:\\www.safesite.com,100,200,TEST
1.393368204515E9,148,192.168.0.9,TCP_MISS,3155,425,GET,http:\\www.safesite.com,100,200,TEST
1.393368204574E9,32,192.168.0.22,TCP_MISS,2156,163,GET,http:\\www.safesite.com,100,200,TEST
1.3933682046E9,98,192.168.0.33,TCP_MISS,7249,355,GET,http:\\www.safesite.com,100,200,TEST
1.39336820469E9,5,192.168.0.13,TCP_MISS,6175,241,GET,http:\\www.safesite.com,100,200,TEST
1.393368204734E9,456,192.168.0.7,TCP_MISS,7580,447,GET,http:\\www.safesite.com,100,200,TEST
1.393368204781E9,387,192.168.0.11,TCP_MISS,7674,499,GET,http:\\www.safesite.com,100,200,TEST
1.393368204877E9,210,192.168.0.18,TCP_MISS,6525,279,GET,http:\\www.safesite.com,100,200,TEST
1.393368204945E9,211,192.168.0.26,TCP_MISS,1187,652,GET,http:\\www.safesite.com,100,200,TEST
1.393368205037E9,234,192.168.0.24,TCP_MISS,7707,128,GET,http:\\www.safesite.com,100,200,TEST
1.393368205112E9,48,192.168.0.2,TCP_MISS,6610,54,GET,http:\\www.safesite.com,100,200,TEST
1.393368205131E9,242,192.168.0.10,TCP_MISS,5363,997,GET,http:\\www.safesite.com,100,200,TEST
1.393368205179E9,364,192.168.0.20,TCP_MISS,2633,61,GET,http:\\www.safesite.com,100,200,TEST
1.393368205194E9,131,192.168.0.30,TCP_MISS,1283,623,GET,http:\\www.safesite.com,100,200,TEST
1.393368205281E9,278,192.168.0.31,TCP_MISS,5481,866,GET,http:\\www.safesite.com,100,200,TEST
1.393368205362E9,12,192.168.0.25,TCP_MISS,7742,975,GET,http:\\www.safesite.com,100,200,TEST
1.393368205428E9,167,192.168.0.14,TCP_MISS,7913,997,GET,http:\\www.safesite.com,100,200,TEST
1.393368205445E9,475,192.168.0.27,TCP_MISS,7979,88,GET,http:\\www.safesite.com,100,200,TEST
1.393368205468E9,20,192.168.0.21,TCP_MISS,2218,247,GET,http:\\www.safesite.com,100,200,TEST
1.393368205564E9,307,192.168.0.22,TCP_MISS,1576,534,GET,http:\\www.safesite.com,100,200,TEST
1.393368205615E9,98,192.168.0.31,TCP_MISS,8347,179,GET,http:\\www.safesite.com,100,200,TEST
1.393368205664E9,149,192.168.0.13,TCP_MISS,4432,428,GET,http:\\www.safesite.com,100,200,TEST
1.393368205724E9,287,192.168.0.2,TCP_MISS,5440,400,GET,http:\\www.safesite.com,100,200,TEST
1.393368205746E9,445,192.168.0.18,TCP_MISS,9650,883,GET,http:\\www.safesite.com,100,200,TEST
1.393368205765E9,48,192.168.0.37,TCP_MISS,7726,648,GET,http:\\www.safesite.com,100,200,TEST
1.393368205855E9,178,192.168.0.14,TCP_MISS,9467,433,GET,http:\\www.safesite.com,100,200,TEST
1.393368205895E9,474,192.168.0.19,TCP_MISS,7222,821,GET,http:\\www.safesite.com,100,200,TEST
1.393368205985E9,154,192.168.0.4,TCP_MISS,9791,734,GET,http:\\www.safesite.com,100,200,TEST
1.393368206062E9,119,192.168.0.8,TCP_MISS,7098,697,GET,http:\\www.safesite.com,100,200,TEST
1.393368206146E9,483,192.168.0.9,TCP_MISS,2961,223,GET,http:\\www.safesite.com,100,200,TEST
1.39336820622E9,230,192.168.0.10,TCP_MISS,9560,187,GET,http:\\www.safesite.com,100,200,TEST
1.393368206281E9,283,192.168.0.29,TCP_MISS,5582,799,GET,http:\\www.safesite.com,100,200,TEST
1.393368206353E9,250,192.168.0.30,TCP_MISS,1698,592,GET,http:\\www.safesite.com,100,200,TEST
1.3933682064E9,265,192.168.0.33,TCP_MISS,8508,682,GET,http:\\www.safesite.com,100,200,TEST
1.393368206424E9,497,192.168.0.6,TCP_MISS,6955,881,GET,http:\\www.safesite.com,100,200,TEST
1.393368206507E9,107,192.168.0.20,TCP_MISS,4836,635,GET,http:\\www.safesite.com,100,200,TEST
1.393368206576E9,447,192.168.0.11,TCP_MISS,654,21,GET,http:\\www.safesite.com,100,200,TEST
1.393368206619E9,38,192.168.0.3,TCP_MISS,2795,140,GET,http:\\www.safesite.com,100,200,TEST
1.393368206707E9,21,192.168.0.7,TCP_MISS,7067,251,GET,http:\\www.safesite.com,100,200,TEST
1.393368206729E9,105,192.168.0.12,TCP_MISS,3115,650,GET,http:\\www.safesite.com,100,200,TEST
1.393368206768E9,304,192.168.0.24,TCP_MISS,7341,692,GET,http:\\www.safesite.com,100,200,TEST
1.393368206834E9,62,192.168.0.27,TCP_MISS,2581,325,GET,http:\\www.safesite.com,100,200,TEST
1.393368206931E9,367,192.168.0.32,TCP_MISS,9205,420,GET,http:\\www.safesite.com,100,200,TEST
1.393368206966E9,419,192.168.0.26,TCP_MISS,7234,511,GET,http:\\www.safesite.com,100,200,TEST
1.393368207062E9,192,192.168.0.15,TCP_MISS,958,666,GET,http:\\www.safesite.com,100,200,TEST
1.39336820707E9,341,192.168.0.17,TCP_MISS,6268,275,GET,http:\\www.safesite.com,100,200,TEST
1.393368207146E9,246,192.168.0.35,TCP_MISS,91,66,GET,http:\\www.safesite.com,100,200,TEST
